category,website,name,phone,address,email
"Gymnastics,Dance",,"
									2.
								,Beller's Dance Studio,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","7820 Foster,Overland Park, 66204",
"Gymnastics,Dance",,"
									3.
								,Byrd's Dance and Gymnastics, Inc.,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","2929 North 103rd Terrace,Kansas City, KS, 66109",
"Gymnastics,Dance",,"
									4.
								,Creative Arts Academy,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","1904 NE Englewood Road,Gladstone, 64118",
Gymnastics,,"
									5.
								,Dave's Gymnastics Factory,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","11808 S Milton Thompson Road,Lees Summit, 64086",
Gymnastics,,"
									6.
								,Debbie Howard's Gymnastics,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","655 North Somerset Terrace,Olathe, 66062",
"Cheerleading,Gymnastics,Dance",,"
									7.
								,Diamond Gymnastics and Dance Academy Inc.,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","7270 West 161st St.,Overland Park, 66085",
Gymnastics,,"
									8.
								,Eagles Gymnastics,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","209 West 135th Street,Kansas City, MO, 64145",
Gymnastics,,"
									9.
								,EDGE Gymnastics - Liberty,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-232-7502'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-2626'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-788-9792'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 452-3200'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-525-5650'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-829-3006'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 941-9529'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-407-9555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>]","2104 Kara Court,Liberty, 64068",
"Baseball,Basketball,Fastpitch Softball,Girls Volleyball",,"
									2.
								,Blue Valley Recreation,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-716-4520'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)813-5473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-905-5900'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-423-4088'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-244-1041'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-1955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-225-6126'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-942-9992'>]","6545 W. 151st Street,Overland Park, 66223",
"Baseball,Fastpitch Softball",,"
									3.
								,Diamondskilz,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-716-4520'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)813-5473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-905-5900'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-423-4088'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-244-1041'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-1955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-225-6126'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-942-9992'>]","1215 Pamela Blvd.,Grain Valley, 64029",
Fastpitch Softball,,"
									4.
								,Girls' Club of Johnson County Softball League,Fastpitch Softball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-716-4520'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)813-5473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-905-5900'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-423-4088'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-244-1041'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-1955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-225-6126'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-942-9992'>]","PO  Box  9306,Mission, 66201",
Fastpitch Softball,,"
									5.
								,Gladstone Park and Recreation,Fastpitch Softball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-716-4520'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)813-5473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-905-5900'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-423-4088'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-244-1041'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-1955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-225-6126'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-942-9992'>]","7010 N Holmes,Gladstone, 64118",
"Baseball,Basketball,Fastpitch Softball,Girls Volleyball",,"Johnson County Park and Recreation District,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-716-4520'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)813-5473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-905-5900'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-423-4088'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-244-1041'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-1955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-225-6126'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-942-9992'>]",,
Fastpitch Softball,,"
									6.
								,KC Jazz Fastpitch Softball,Fastpitch Softball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-716-4520'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)813-5473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-905-5900'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-423-4088'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-244-1041'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-1955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-225-6126'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-942-9992'>]","Overland Park, 66204",
Fastpitch Softball,,"
									7.
								,KC Peppers Fastpitch Softball,Fastpitch Softball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-716-4520'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)813-5473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-905-5900'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-423-4088'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-244-1041'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-1955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-225-6126'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-942-9992'>]","PO Box 2753,Olathe, 66063",
Fastpitch Softball,,"
									8.
								,Lee's Summit Girls Softball Association,Fastpitch Softball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-716-4520'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816)813-5473'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-905-5900'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-423-4088'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-244-1041'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-1955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-225-6126'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-942-9992'>]","PO Box 2435,Lees Summit, 64063",
"Baseball,Basketball,Flag Football,Girls Volleyball",,"
									2.
								,Gardner Parks and Recreation,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-513-0632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-7288'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-461-1101'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'620-223-1500'>]","120 East Main,Gardner, 66030",
"Baseball,Basketball,Cheerleading,Flag Football,Soccer",,"
									3.
								,i9 Sports,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-513-0632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-7288'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-461-1101'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'620-223-1500'>]","Overland Park, 66062",
"Baseball,Basketball,Fastpitch Softball,Girls Volleyball",,"Johnson County Park and Recreation District,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-513-0632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-7288'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-461-1101'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'620-223-1500'>]",,
"Basketball,Soccer",,"
									4.
								,Kansas City Parks & Recreation,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-513-0632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-7288'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-461-1101'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'620-223-1500'>]","4201 E. 63rd Street,Kansas City, 64130",
"Baseball,Basketball,Flag Football,Girls Volleyball,Wrestling",,"
									5.
								,Turner Recreation Commission,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-513-0632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-7288'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-461-1101'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'620-223-1500'>]","831 S 55th Street,Kansas City, KS, 66106",
"Basketball,Cheerleading,Flag Football,Soccer",,"
									6.
								,Upward Sports - College Church of the Nazarene,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-513-0632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-7288'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-461-1101'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'620-223-1500'>]","2020 E. Sheridan,Olathe, 66062",
Basketball,,"
									7.
								,Upwards Sports - Beautiful Savior Lutheran Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.6000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-513-0632'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913)287-2111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-7288'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-461-1101'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'620-223-1500'>]","615 SE Todd George Parkway,Lees Summit, 64063",
